,0,1,2,3,4,5,6,7,8,9,10
29,H1154,0.010842835051473413,0.22418030933258226,0.2687829150989045,HDAM,0.10096534831784452,0.08846076766144317,0.5984251968503937,0.4529411764705881,0.6799999999999999,0.41666666666666674
30,H1163,0.009278693875623986,0.2619086791062242,0.9042431405454845,HDAM,0.050032418413658956,0.04965838350143771,0.2677165354330709,0.1392156862745098,0.4399999999999997,0.29166666666666674
31,H1200,0.0013256511219775183,0.5553106302454816,0.5513398705888567,HDAM,0.0033499027447590228,0.0065382772327994745,0.4645669291338583,0.1215686274509804,0.24,0.25
32,H1205,1.1535842872760506e-05,0.7582079861388309,0.9865639659850094,HROR,0.034831784453569624,0.13613735766215093,0.5984251968503937,0.2058823529411764,0.0,0.0
33,H122,0.0032858529753410554,0.07620980924197318,0.007734000102687433,HPHS,0.03140984078956847,0.09657671537398486,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
34,H123,0.014194046615168468,0.22794732731440148,0.7963325134918795,HDAM,0.38271738347381307,0.02789525968345806,0.4094488188976378,0.2509803921568627,0.6399999999999999,0.5
35,H1233,0.02052754250462549,0.19968154886666167,0.8379911361832331,HDAM,0.03850587133491823,0.0374024892116178,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
36,H1234,0.005122968294170522,0.08105790978158889,0.025251004550001482,HDAM,0.31262156905122107,0.36281912568641844,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
37,H124,0.0035371455194521616,0.04112630498639658,0.7530793281222912,HDAM,0.037857503061739066,0.033264359485563444,0.43307086614173224,0.6588235294117646,0.9200000000000002,0.5416666666666667
38,H1240,0.0013628055181810273,0.8128411298868408,0.6112730278640245,HDAM,0.12783661119515882,0.03687737368844973,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
39,H425,0.0008776300145763506,0.2803651548711852,0.5573866444784304,HDAM,0.6017577984295079,0.011774938297581297,0.5669291338582676,0.7745098039215685,0.47999999999999976,0.33333333333333326
40,H126,0.0036412577806487155,0.7149139307724661,0.5670350023048556,HDAM,0.15312297384914628,0.0739352112403452,0.5511811023622046,0.30588235294117644,0.07999999999999985,0.04166666666666674
41,H1265,0.003208523138581806,0.11724322885347571,0.7226612283654685,HDAM,0.028420142641020097,0.05510828004787528,0.43307086614173224,0.6588235294117646,0.9200000000000002,0.5416666666666667
42,H127,0.0008015409503391143,0.9004353774287932,0.6849274279752716,HDAM,0.1655140119587926,0.10004844547785548,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
43,H1272,0.02235754876212796,0.09836008745795488,0.026526307810102567,HDAM,0.25895108421583457,0.3598741842023461,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
44,H643,0.015236423725089382,0.5730165254009627,0.11426717210505716,HDAM,0.05349038253728117,0.1114819859615063,1.0,0.5862745098039215,0.28,0.29166666666666674
45,H1299,0.017981386027626504,0.07527533987396118,0.00640712357874787,HDAM,0.018478495785606223,0.054205968282552294,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
46,H130,0.12070613288275643,0.2528765781027893,0.4702453512581798,HDAM,0.10881780851523665,0.23143935545470543,0.3149606299212598,0.42745098039215684,0.6799999999999999,0.5
47,H132,0.00183813549057533,0.10743611170892997,0.22379021608253824,HDAM,0.02766371298897774,0.2572367788321512,0.5984251968503937,0.4529411764705881,0.6799999999999999,0.41666666666666674
48,H1328,0.002072807533543346,0.14010386770451388,0.8706852441622929,HROR,0.08324328218428066,0.18081430199146353,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
49,H1340,0.0010723239098515977,0.087728840271456,0.4489328657663485,HDAM,0.07373388084431957,0.17357958942909943,0.1417322834645669,0.284313725490196,0.8,0.7916666666666667
50,H136,0.004688191126162293,0.02767917391511543,0.761718232406216,HDAM,0.05219364599092284,0.14839629983653108,0.0,0.0,0.9999999999999998,0.9166666666666667
51,H1365,0.0026005213235869903,0.28338462771329254,0.8513393273096679,HDAM,0.28812765650889705,0.050516737628052914,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
52,H137,0.003915375127921905,0.9076101351907166,0.6627735739106188,HDAM,0.21673510553994665,0.0755811153895716,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
53,H140,0.033450092922807574,0.18001416350193633,0.7087880458989806,HDAM,0.12243354225199912,0.2423013836670584,0.5511811023622046,0.43725490196078426,0.47999999999999976,0.25
54,H725,0.024592502149693468,0.5749895200406268,0.1312797175948056,HDAM,0.18193934154599808,0.06138779544104653,1.0,0.5862745098039215,0.28,0.29166666666666674
55,H870,0.014036848335897772,0.5727736878195402,0.10437081880667272,HROR,0.09765146603270657,0.09328420848118672,1.0,0.5862745098039215,0.28,0.29166666666666674
56,H1436,0.0008774208130856009,0.8803248134779713,0.7007719997272892,HDAM,0.10766515380736258,0.14713704509019238,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
57,H1462,0.0025528880428234697,0.2801720686392566,0.7856824559667754,HDAM,0.0768676608313522,0.0619467258005323,0.4094488188976378,0.2509803921568627,0.6399999999999999,0.5
58,H1463,0.0031613553490525354,0.2807538771296476,0.78323813322027,HDAM,0.06912326201282327,0.0808903984131256,0.4094488188976378,0.2509803921568627,0.6399999999999999,0.5
59,H679,0.015352639180755407,0.2807310807516914,0.5590164310327093,HDAM,1.0,0.05262281719133303,0.5669291338582676,0.7745098039215685,0.47999999999999976,0.33333333333333326
60,H1484,0.000747715888820812,0.675504071627373,0.5734613651085854,HDAM,0.12243354225199912,0.01856575218095543,0.5511811023622046,0.30588235294117644,0.07999999999999985,0.04166666666666674
61,H1522,0.008061400005428907,0.23560126433386763,0.8023889286740995,HDAM,0.11594985952020746,0.011971048106214422,0.4094488188976378,0.2509803921568627,0.6399999999999999,0.5
62,H1565,0.0024363536737157278,0.21713550003141702,0.8478747364490165,HDAM,0.11739067790505006,0.03788485603709521,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
63,H1566,0.009384056768899387,0.2201709697992007,0.8458555232912333,HDAM,0.13720193069663567,0.023197659705351273,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
64,H1596,0.0011666111091218944,0.6292782897434814,0.6014951247324382,HDAM,0.03184208630502125,0.07401905216225442,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
65,H1599,0.017353200440125446,0.24028095701076624,0.8389263670759957,HDAM,0.13684172610042503,0.0948554619939599,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
66,H1602,0.011368662103272092,0.24301287980177166,0.8508929711686326,HDAM,0.15088970535264026,0.06021230485132863,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
67,H161,0.1681894595666126,0.19339253511203758,0.616765141758502,HPHS,0.0024854117138534684,0.08547172108702235,0.4094488188976378,0.36666666666666664,0.5199999999999998,0.33333333333333326
68,H1612,0.015092935933465734,0.07286214140857306,0.028311732374244086,HDAM,0.2326561486924573,0.4858193107578904,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
69,H301,0.0085043533971662,0.4500617566324254,0.704832055186147,HDAM,0.01945104819537497,0.145483965096286,0.3937007874015748,0.1156862745098039,0.28,0.16666666666666674
70,H167,0.0024145361823567483,0.26006988258499386,0.36130769698315024,HDAM,0.1443339817016065,0.23804787431546132,0.48031496062992124,0.3607843137254901,0.5999999999999999,0.5
71,H169,0.0168499546318221,0.27460296339557355,0.44602531076500573,HDAM,0.35397305669620344,0.09050702273034222,0.6062992125984252,0.44901960784313716,0.4399999999999997,0.29166666666666674
72,H171,0.01066251289364982,0.12689344256572466,0.7173580838068598,HDAM,0.01149052661911966,0.03142940467255227,0.4566929133858268,1.0,0.8800000000000001,0.6666666666666667
73,H1194,0.002540263194884521,0.2854968289965072,0.5243536884231618,HDAM,0.46340321302499815,0.08986559147842933,0.6771653543307086,0.46470588235294114,0.32000000000000006,0.20833333333333326
74,H1772,0.0026674208015441043,0.2252300658423747,0.8732107782204016,HDAM,0.22840573445717166,0.019772591019680215,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
75,H18,0.002793010453272568,0.05769392933365669,0.041194845907785216,HDAM,0.07967725668179526,0.14562931325501074,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
76,H1824,0.0003788239267989126,0.751619256170275,0.6352685983787172,HDAM,0.0812621569051221,0.13904961446423436,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
77,H183,0.027557435086913665,0.06974010004301245,0.4499434160696526,HPHS,0.12747640659894818,0.008014870334548712,0.2755905511811024,0.3333333333333332,0.9599999999999997,0.5416666666666667
78,H1840,0.0014938487673356248,0.7182186467086553,0.5920640785815343,HDAM,0.14926878466969237,0.06344152942493224,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
79,H187,0.0031022922517206157,0.2301811295165137,0.28053151885225974,HDAM,0.161299618183128,0.14476065547655326,0.48031496062992124,0.3607843137254901,0.5999999999999999,0.5
80,H1873,0.0001448391403370506,0.8454903786232506,0.6801617395707804,HDAM,0.1519703191412722,0.08479164507747157,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
81,H1899,0.00040698189898548897,0.14518220862601572,0.8626100239193328,HDAM,0.13179886175347594,0.07035331656530545,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
82,H1905,0.0,0.7587391933481931,0.9686034620759625,HROR,0.033102802391758515,0.10106856181084597,0.5984251968503937,0.2058823529411764,0.0,0.0
83,H192,0.0013603015674801505,0.13011868990339015,0.03284969497679216,HDAM,0.3140623874360637,0.09683400749689819,0.15748031496062992,0.0549019607843137,0.8,0.5833333333333333
84,H198,0.15225469807741027,0.24567474395053646,0.4878905746952643,HDAM,0.17711259995677542,0.30037426694389163,0.3149606299212598,0.42745098039215684,0.6799999999999999,0.5
85,H201,0.0008079531424931566,0.14566794449825693,0.02009367816615268,HDAM,0.08338736402276492,0.2754147626079948,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
86,H202,0.13229779730202168,0.7684773749743123,0.626699325652794,HDAM,0.07060010085728693,0.1691400692447338,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
87,H204,0.012687831765388544,0.26828264958870895,0.8049459117106023,HDAM,0.35264029969022403,0.1159057453560386,0.4094488188976378,0.2509803921568627,0.6399999999999999,0.5
88,H1455,0.006450977582147259,0.6054353728755886,0.09041900114116688,HDAM,0.1707009581442259,0.11142335424477344,1.0,0.5862745098039215,0.28,0.29166666666666674
89,H213,0.004081593667034489,0.22878511697030968,0.8450337943886197,HDAM,0.2879475542107917,0.0897121371692732,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
90,H215,0.03393714935127122,0.21795753559923048,0.5966633832708932,HDAM,0.009401339961097904,0.5359326056207164,0.5669291338582676,0.7745098039215685,0.47999999999999976,0.33333333333333326
91,H22,0.057493314106142876,0.5150653096497888,0.8352769337608252,HPHS,0.014444204308046972,0.0567497406084607,0.6220472440944882,0.24509803921568624,0.11999999999999988,0.04166666666666674
92,H222,0.0021610436914017953,0.8847545655741909,0.6905437104963656,HDAM,0.16623442115121387,0.10779217048469696,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
93,H227,0.25239771661453453,0.8286120648388484,0.7133374862308697,HDAM,0.11249189539658525,0.07039433138240042,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
94,H229,0.0417258577774632,0.17054361924524253,0.671753239225645,HDAM,0.03497586629205388,0.1512318932312245,0.5511811023622046,0.43725490196078426,0.47999999999999976,0.25
95,H230,0.001675618045677594,0.2764996662500989,0.8825838235790361,HDAM,0.5106980765074561,0.21207002863521202,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
96,H2328,1.9244805332965697e-05,0.45326973214711197,0.000584522496234724,HDAM,0.11962394640155607,0.38601334648869423,0.6771653543307086,0.30196078431372547,0.3600000000000001,0.375
97,H24,0.20584271378107125,0.22378569826277017,0.3847589935724971,HPHS,0.014083999711836322,0.02008318849681482,0.2992125984251968,0.47450980392156855,0.6399999999999999,0.41666666666666674
98,H2488,0.008568381959596862,0.07788338514374304,0.721968662177038,HROR,0.010049708234277067,0.22008891886504264,0.43307086614173224,0.6588235294117646,0.9200000000000002,0.5416666666666667
99,H2490,0.0024327698555366407,0.7477590796212825,0.5504440975789617,HDAM,0.10546790577047761,0.047225818560667474,0.5511811023622046,0.30588235294117644,0.07999999999999985,0.04166666666666674
100,H25,0.013054178171720192,0.5692525125342134,0.8605593362770904,HDAM,0.13669764426194075,0.09549077733194967,0.6062992125984252,0.20784313725490194,0.11999999999999988,0.08333333333333326
101,H250,0.011471443362615344,0.11727689221320037,0.012040112572549139,HPHS,0.0,0.0734547668580166,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
102,H257,0.024876152460654867,0.1515141985616122,0.21706503187072118,HDAM,0.18691016497370505,0.2677309558783493,0.5984251968503937,0.4529411764705881,0.6799999999999999,0.41666666666666674
103,H26,0.02060556245544346,0.1314163532291175,0.8256568366546438,HPHS,0.1467833729558389,0.15633635924903752,0.2992125984251968,0.16470588235294115,0.47999999999999976,0.25
104,H266,0.032163031364234186,0.2549970156536139,0.4172076326706271,HDAM,0.05273395288523881,0.4948585086021016,0.2992125984251968,0.47450980392156855,0.6399999999999999,0.41666666666666674
105,H275,0.2772044656545631,0.8632444527548861,0.7479896565763907,HDAM,0.061631006411641806,0.12958665424326812,0.5669291338582676,0.24509803921568624,0.039999999999999813,0.0
106,H277,0.002201345293454564,0.14887033474857048,0.6885872422589794,HDAM,0.04711476118435271,0.2900065133704991,0.4566929133858268,1.0,0.8800000000000001,0.6666666666666667
107,H28,0.001249812107193454,0.10447133803203812,0.055596131454281106,HPHS,0.08104603414739571,0.1571003354495806,0.15748031496062992,0.0549019607843137,0.8,0.5833333333333333
108,H286,0.001734482793442539,0.10258239555024407,0.03700930060813348,HPHS,0.020531661984006917,0.3973835723495212,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
109,H289,0.02632926575067012,0.805321026729436,0.8393790997333316,HDAM,0.03778546214249694,0.1975622568672006,0.5669291338582676,0.24509803921568624,0.039999999999999813,0.0
110,H296,0.009691908529935874,0.26018101113319236,0.43490391775967174,HDAM,0.22545205676824434,0.1541654281121749,0.6456692913385826,0.5254901960784313,0.4399999999999997,0.20833333333333326
111,H297,0.004025737215938809,0.2620933570868962,0.4347763874336616,HPHS,0.2428499387652186,0.06166173505274118,0.6456692913385826,0.5254901960784313,0.4399999999999997,0.20833333333333326
112,H302,0.006057536715261915,0.11963873053011742,0.7483479530273162,HDAM,0.16490166414523447,0.29138801879310383,0.17322834645669288,0.08431372549019606,0.72,0.41666666666666674
113,H303,0.006689361455882255,0.17992316011829823,0.669355669096655,HDAM,0.14170448814926875,0.2561721938191459,0.5511811023622046,0.43725490196078426,0.47999999999999976,0.25
114,H310,0.0020917746188083472,0.05200542863413271,0.004621699014606351,HDAM,0.10755709242849938,0.3802146438052834,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
115,H313,0.0032548386600498138,0.12478081631674254,0.8358337566702505,HPHS,0.1504574598371875,0.22398381131946768,0.2992125984251968,0.16470588235294115,0.47999999999999976,0.25
116,H319,0.002383671546483149,0.8171795856098003,0.7512248982212172,HDAM,0.33045169656364815,0.08587975312485562,0.5669291338582676,0.24509803921568624,0.039999999999999813,0.0
117,H320,0.06788544773978925,0.7713589008928226,0.6053584646634254,HDAM,0.047943231755637195,0.017246045333240194,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
118,H322,0.003799402404075556,0.06881282473835015,0.7729332492755447,HDAM,0.1465672501981125,0.530860638035884,0.17322834645669288,0.08431372549019606,0.72,0.41666666666666674
119,H3283,0.006326538531862147,0.08694630223626132,0.7381327994199717,HDAM,0.18849506519703188,0.6544906475720306,0.43307086614173224,0.6588235294117646,0.9200000000000002,0.5416666666666667
120,H3306,0.004345449822446483,0.19925303159954377,0.4279586162051612,HDAM,0.11973200778041927,0.3436277662337431,0.2992125984251968,0.47450980392156855,0.6399999999999999,0.41666666666666674
121,H3310,0.004789488690104232,0.0,0.5885943865078425,HDAM,0.3419422231827678,0.03441888605291779,0.32283464566929126,0.14509803921568626,0.9999999999999998,0.9999999999999998
122,H3314,0.03440815341711729,0.2308071344467233,0.4059908033800944,HDAM,0.24713637346012535,0.18563275796868658,0.2992125984251968,0.47450980392156855,0.6399999999999999,0.41666666666666674
123,H3329,0.012460867883914858,0.134234179814551,0.009133721948843987,HPHS,0.025898710467545563,0.11971307881612857,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
124,H3330,0.0075522277429148545,0.09598449846298984,0.009133721948843987,HDAM,0.16472156184712913,0.46599202702144327,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
125,H334,0.002122468542318574,0.7700463182331867,0.5613566125149947,HDAM,0.1977883437792666,0.058659763333234125,0.5511811023622046,0.30588235294117644,0.07999999999999985,0.04166666666666674
126,H3408,0.028173418379058207,0.14697999291521335,0.2601871313688103,HDAM,0.6122397521792377,0.005728388930183912,0.5984251968503937,0.4529411764705881,0.6799999999999999,0.41666666666666674
127,H3413,0.013450430407140133,0.25839031770137244,0.45576191832748775,HDAM,0.19710395504646636,0.13671472401003387,0.6062992125984252,0.44901960784313716,0.4399999999999997,0.29166666666666674
128,H346,0.002094973489248619,0.8646341667013215,0.9103114925662191,HDAM,0.08655716446941862,0.08571861630732237,0.5669291338582676,0.24509803921568624,0.039999999999999813,0.0
129,H349,0.004408917541503199,0.364071147768793,0.5849688778818315,HDAM,0.09253656076651537,0.24540180590934385,0.4015748031496063,0.12352941176470583,0.32000000000000006,0.125
130,H359,0.06184172381026136,0.8742684897293362,0.7223269458749283,HDAM,0.0912758446797781,0.09568482412176767,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
131,H377,0.0353575182796427,0.2308689062564977,0.4060174317121653,HDAM,0.2542684244650962,0.17997117422481562,0.2992125984251968,0.47450980392156855,0.6399999999999999,0.41666666666666674
132,H382,0.049537687561456385,0.8530082264266177,0.8471584751260133,HDAM,0.009941646855413874,0.2634664163507335,0.5669291338582676,0.24509803921568624,0.039999999999999813,0.0
133,H384,0.0008937587130802615,0.1793121200540435,0.3732616245613818,HDAM,0.16882789424393052,0.1140731631875385,0.07874015748031493,0.1156862745098039,0.8400000000000001,0.6666666666666667
134,H392,0.1398906244574216,0.8254223780295127,0.7188338392333836,HDAM,0.08389165045745983,0.09714409044088997,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
135,H394,0.015031317758852917,0.2427026244368069,0.4038416878322373,HDAM,0.34936243786470716,0.41666452387404906,0.2992125984251968,0.47450980392156855,0.6399999999999999,0.41666666666666674
136,H402,0.003942930477160873,0.8231013516036234,0.6204986991779217,HDAM,0.14382969526691158,0.061290449703383265,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
137,H406,0.004752880159304838,0.12699974471699238,0.8355251332813061,HDAM,0.21641092140335708,0.21197320635131287,0.2992125984251968,0.16470588235294115,0.47999999999999976,0.25
138,H409,0.00926534448959528,0.7018408151086226,0.5367806514866299,HDAM,0.10687270369569915,0.16572422062024317,0.5511811023622046,0.30588235294117644,0.07999999999999985,0.04166666666666674
139,H410,0.013025184105713853,0.11940454403753287,0.00740275283390901,HPHS,0.1779410705280599,0.06778544197604376,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
140,H42,0.013085409875004521,0.12270455499557875,0.007588054397601435,HPHS,0.12113680570564078,0.12403052055420126,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
141,H434,0.0023050500712014145,0.32794177240472644,0.5799441575309681,HDAM,0.2599956775448455,0.11945592912386511,0.4015748031496063,0.12352941176470583,0.32000000000000006,0.125
142,H435,0.007496032976677951,0.26145782078161517,0.45489080203082355,HDAM,0.4505799293998991,0.11620930523062095,0.6062992125984252,0.44901960784313716,0.4399999999999997,0.29166666666666674
143,H439,0.002309072565285596,0.10852888082533196,0.7763026259947972,HDAM,0.0635761112311793,0.1773407253303976,0.17322834645669288,0.08431372549019606,0.72,0.41666666666666674
144,H440,0.019790466173859222,0.21857926051706777,0.37185649542940236,HDAM,0.27127008140623876,0.16018755750404087,0.48031496062992124,0.3607843137254901,0.5999999999999999,0.5
145,H45,0.05116545320331064,0.12974684485683663,0.7224848029124662,HDAM,0.03908219868885526,0.043574398108122664,0.4566929133858268,1.0,0.8800000000000001,0.6666666666666667
146,H456,0.009168616524560587,0.7868000775866073,0.5621626041753786,HDAM,0.21421367336647212,0.08601583775069079,0.5511811023622046,0.30588235294117644,0.07999999999999985,0.04166666666666674
147,H465,0.0039319697082194896,0.7744957401735013,0.5601209711862802,HDAM,0.11522945032778617,0.1090196140822872,0.5511811023622046,0.30588235294117644,0.07999999999999985,0.04166666666666674
148,H47,0.02832748344661322,0.23846067685511985,0.3857152159569206,HDAM,0.5593256969958936,0.012715766448347912,0.2992125984251968,0.47450980392156855,0.6399999999999999,0.41666666666666674
149,H475,0.002362547298392818,0.06336931680378388,0.009375009325655353,HDAM,0.06631366616238023,0.15135204836313013,0.2677165354330709,0.27843137254901956,0.9200000000000002,0.8749999999999998
150,H477,0.0007786123917550916,0.12531505899587247,0.23297239955526605,HDAM,0.2525754628629061,0.16469263815437896,0.5984251968503937,0.4529411764705881,0.6799999999999999,0.41666666666666674
151,H486,0.0014035238213041888,0.1154355155426674,0.8630744893666616,HDAM,0.10906995173258409,0.15168296625156932,0.2992125984251968,0.16470588235294115,0.47999999999999976,0.25
152,H496,0.009556979543518489,0.11396240206436214,0.8827139045115664,HDAM,0.04045097615445573,0.3118976277658842,0.22834645669291337,0.17647058823529405,0.5999999999999999,0.29166666666666674
153,H500,0.005526405653015195,0.25863283048752983,0.4361537149545708,HDAM,0.2106476478639867,0.25997376946161094,0.6456692913385826,0.5254901960784313,0.4399999999999997,0.20833333333333326
154,H502,0.19600739943865406,0.8089460454355184,0.6983069150437093,HDAM,0.07416612635977235,0.029806152145749214,0.4881889763779527,0.1333333333333333,0.11999999999999988,0.125
155,H513,0.0036855206501742116,0.5173805838604679,0.8289471190657046,HDAM,0.018154311649016642,0.11596826742773707,0.6220472440944882,0.24509803921568624,0.11999999999999988,0.04166666666666674
156,H515,0.01624117829374059,0.8679732138005816,0.8682264849828832,HDAM,0.027483610690872417,0.11112968599779051,0.5669291338582676,0.24509803921568624,0.039999999999999813,0.0
