annual_gwh,latitude,longitude,altitude
636.1908,61.218879,6.063321,23.8
193.2259,61.350356999999995,6.573761999999999,689.6
349.6171,61.27795,7.150453999999999,210.0
528.7958,61.176752,7.626967,528.6
65.4491,61.445797,6.009602,58.7
1005.7860000000001,61.520817,7.308742,946.3
72.9785,60.529495,7.748357,1147.4
32.283,60.502857999999996,7.8623970000000005,989.9
890.0443,60.567368,8.410259,619.7
110.0988,60.611233999999996,8.26258,602.3
371.7256,60.62675,8.181678999999999,610.8
379.7952,60.626677,8.182144000000001,611.0
233.4473,60.582930000000005,8.404554,622.1
1492.906,60.603391,9.064691,298.0
522.8218,60.705018,8.969284,319.5
1083.8,61.061043999999995,7.822617,490.4
32.8087,60.929748,8.422632,717.8
241.0185,60.802417000000005,8.638246,811.4
145.9572,61.19814100000001,8.382166999999999,578.5
166.3574,61.141693999999994,8.878446,551.2
73.6094,61.25827099999999,8.757071,794.5
1407.001,61.504615,7.706136999999999,211.8
629.7819999999999,61.481479,9.314391,695.9
293.702,60.82713199999999,9.548789,314.0
140.0683,60.810641000000004,10.135008000000001,232.1
338.1831,61.00656899999999,10.031814,498.8
135.6518,61.115301,10.454125999999999,132.9
608.2249,61.219682999999996,10.439034,174.1
52.1576,61.319056,10.300177,191.4
1263.56,61.564563,9.792926,500.5
448.8,61.581624,9.842172,227.8
191.1448,61.768853,5.304794,131.6
278.237,61.768853,5.304794,131.6
52.6506,61.77111,5.297623000000001,3.0
227.8754,61.801737,5.669954,472.2
383.6423,61.801737,5.669954,472.2
131.25799999999998,62.020561,5.839346,328.9
272.3,62.107524,6.571821000000001,247.1
68.2776,62.22640500000001,7.421345,29.0
519.1812,62.232416,7.430165,177.1
150.5448,62.205011999999996,7.445873,635.3
418.3032,62.195096,7.517685,748.6
112.4123,61.899278,8.227095,416.6
94.9562,61.846031999999994,8.961143,378.0
72.5578,61.817179,8.951578,824.1
85.6,61.8037,9.303697,346.8
112.1926,62.508264000000004,8.473486999999999,801.0
602.4465,62.627288,8.893746,459.5
1852.07,62.664258,8.514969,310.6
69.4526,62.834157999999995,8.520458999999999,13.3
105.2788,63.038848,8.655876,21.6
67.7764,62.933703,9.125257000000001,424.9
893.0372,63.001093000000004,9.020321000000001,136.9
124.9258,62.185692,10.611858,593.3
151.5304,62.621834,10.257691000000001,757.8
167.0935,62.662417000000005,10.139673,699.2
331.62,62.915994999999995,9.680166999999999,604.6
133.5001,63.113493999999996,10.478311,373.8
250.5768,59.276365000000006,11.129869,15.2
544.0168,59.27644,11.133689,30.2
169.3568,59.274985,11.129381,6.9
107.575,59.128023,11.43825,81.4
1276.778,59.542692,11.170125,30.3
1241.042,59.579898,11.100725,75.6
199.7972,59.989971,11.264708,106.9
583.0,60.027536,11.323332,114.4
193.593,60.167127,11.529376,125.8
191.5744,60.202822,11.892736,137.2
163.1,60.706254,11.791752,158.1
135.0209,60.830493999999995,11.611755,171.1
163.1,61.163872999999995,11.456755000000001,220.2
306.3208,61.237602,11.517878,340.8
771.4,61.811303,11.114915,405.2
105.4002,63.05301800000001,11.489542,322.1
95.3572,62.996363,11.826642999999999,710.9
73.0394,62.957739000000004,12.098549,836.6
207.4527,63.300242000000004,9.136845,224.8
344.9091,63.178053000000006,9.772572,106.6
158.6582,63.150397999999996,10.317983,165.5
70.3656,63.321965000000006,10.436126,109.7
109.9968,63.279212,10.472662,104.7
621.1584,63.355502,10.448813000000001,281.9
