plant_id,gwh_per_mm3,grade,latitude,longitude,type,altitude_m,nearest_lake_dist_km,days_of_rain,avg_daily_temp,min_daily_temp,max_daily_temp,sea_level_pressure,global_radiation,rainfall,50m_gradient,100m_gradient,500m_gradient
H250,2.3887079261672097,1,41.693191999999996,-8.027951,HPHS,-1.9,2.753897106959639,77,13.90241060746859,7.9311779053703155,20.495780311218677,1019.2635760581655,172.04657534246576,2.2210959261410856,23.9,58.0,197.0
N435,0.6936756756756757,0,61.651647,7.749792999999999,HDAM,1033.3,0.6790033098839969,113,-1.3031232566713062,-3.941643758271247,2.0532054377643214,1010.3726167861728,87.29863013698629,3.180821968921243,13.1,38.4,256.0
H201,0.17251908396946564,0,42.62850200000001,-7.7122,HDAM,229.6,9.85849503452541,77,13.944602430519993,7.546986130737277,20.39547898410117,1019.498371281036,162.92876712328768,1.8706849686087,89.3,101.0,240.0
N368,0.530688,0,58.752981999999996,7.857013,HDAM,255.0,1.8815547603816882,113,5.201588922693102,2.225972547897533,9.266465515112632,1011.1830288821704,86.05753424657533,4.090137080460378,14.2,32.7,166.0
N160,4.989034636871509,2,63.001093000000004,9.020321000000001,HDAM,136.9,3.0256950955641835,113,4.248136895670466,1.0985479286782545,8.10186282520833,1008.5287808352954,92.54520547945204,4.363287768788534,31.0,62.0,182.0
N619,1.6351304347826088,0,70.751417,27.355040999999996,HDAM,18.5,1.7772591817684926,115,0.6438629869984029,-1.7804382969663568,3.926657463207024,1007.238644283765,83.41095890410959,2.0756164691219587,16.4,47.0,209.0
N161,2.0412712418300654,1,62.185692,10.611858,HDAM,593.3,6.664695437624196,113,0.3364931311713506,-3.8263560728973722,4.4895341497578025,1010.7846698081656,92.91232876712328,1.5750685265619462,55.1,79.0,189.0
N252,0.7621548183254344,0,66.951346,14.2253,HDAM,335.3,1.706132945170885,113,1.8700547589269807,0.1423013637837482,4.534684819840405,1007.4213837087973,87.23835616438356,4.5504110321606674,28.3,60.6,290.0
N16,1.0396530303030302,0,58.983853,7.67232,HDAM,315.6,2.152240432422246,113,3.954767034422249,0.9457807956186876,8.430054609702058,1011.2854943680437,82.2958904109589,3.9783562385872617,17.5,44.8,355.0
N402,1.1545104895104894,0,59.91378100000001,9.885792,HDAM,34.4,5.932814150635703,113,4.987232762008701,1.0253424497703982,10.278273757812503,1010.6772723472284,96.05753424657532,2.394520589750107,14.0,33.2,56.3
N624,0.9458483754512635,0,59.62480600000001,9.953291,HDAM,22.5,3.4967324336919225,113,5.573232759565932,0.7338903999747071,10.60769836708189,1010.6348087676583,97.10958904109587,2.5983562041635384,10.7,25.5,193.0
H500,1.1531531531531531,0,46.349998,8.6,HDAM,582.9,9.315308016225188,125,6.141588906596785,2.038054746093407,10.290766882421831,1018.3630267417592,155.16164383561645,3.4931507407802425,29.9,71.1,554.0
H313,0.6810543074473729,0,41.9404,24.27,HPHS,415.8,8.04924450161513,81,9.494602518100038,4.105808130963004,14.862547624310196,1016.8665891882492,169.73698630136983,1.8265753644786469,7.9,11.3,54.4
H97,0.5503144654088051,0,44.47095,6.26967,HDAM,739.0,1.5834901096578835,61,11.055944952144198,4.86736977125888,17.17479414368329,1018.1348091020976,179.7424657534246,1.7520548279971293,23.4,40.4,159.0
N249,2.029126213592233,1,66.645942,13.560479,HDAM,8.4,1.6629081904541951,113,4.622794419384166,1.242849284446199,6.416821764496295,1007.4515206950985,90.26575342465752,6.0542466878890995,17.8,33.0,151.0
N91,0.6860333253416447,0,60.96065400000001,5.702609,HDAM,489.7,0.7165472677579114,113,3.2814246040041724,1.1687670933822654,5.938739571832631,1009.989880705533,79.86849315068494,10.592602964949933,0.7,9.7,147.0
N573,0.6553615384615384,0,68.241911,14.479522,HDAM,36.3,0.9713832794696288,113,4.533671136475999,2.8325204787137985,6.774821762602827,1006.8106985431826,89.86027397260273,6.203835759465009,12.9,24.1,248.0
N769,0.3282828282828283,0,60.983575,5.698889,HDAM,598.4,0.9138706526056766,113,4.09893141905841,1.9061369548156248,6.896438199322518,1009.9285067623607,80.1917808219178,11.103561802432964,6.4,12.9,44.8
N114,6.676898444647758,2,60.529495,7.748357,HDAM,1147.4,1.6915805241561863,113,-0.5694520378051555,-3.4324382802701163,2.6696985670811917,1010.7169975385274,84.30958904109589,2.5287671568459027,12.2,25.6,155.0
H26,4.287048188029344,1,42.159,23.871,HPHS,405.6,5.669525953890142,81,7.976958736511942,2.9835067775151503,12.949150366831107,1017.0435739177548,169.56438356164384,1.9463014034375752,12.1,14.1,214.0
H394,3.128555176336746,1,45.82519600000001,7.333163000000001,HDAM,968.0,14.827413544517393,81,3.579451974777326,0.012767114750530622,7.508301168481169,1018.7186456549657,163.17808219178082,3.4046576044330856,3.4,17.0,185.0
N353,0.7933424124513618,0,60.892782999999994,6.065016,HPHS,649.4,2.2017272656458333,113,2.426767058981812,0.2797808219614911,5.215561515307181,1010.2501488254496,79.8986301369863,9.128493314573207,23.3,52.9,272.0
H324,3.6435998766781577,1,56.261511999999996,-4.7635879999999995,HDAM,264.5,1.4061678395571031,170,8.53728748929419,4.883917675453098,12.03704081390002,1012.1783704783818,81.41643835616438,5.534794626170641,17.8,15.8,209.0
H691,0.967741935483871,0,41.682916999999996,19.89625,HDAM,122.0,2.574896635100266,98,14.008191448511324,8.905095715999401,19.121122865644214,1016.0575471224852,178.5205479452055,2.334246614861162,13.3,24.9,88.9
H1055,0.07464892830746489,0,68.10875,26.722083,HDAM,246.0,6.327817845312268,115,-0.8196438062272661,-5.3572601698849285,3.2664930530504823,1008.8822074994647,89.72328767123287,1.5131507074996218,0.0,0.0,2.0
H1566,1.9548872180451131,1,45.082917,24.662917,HDAM,379.0,0.9859403490069172,72,10.873862733885849,5.153890300067523,16.66008182529309,1016.8898775283604,158.1397260273973,1.8712329088008568,0.0,0.0,23.1
N308,1.830843373493976,1,61.937433999999996,7.886852999999999,HDAM,798.3,2.3322407269972367,113,1.35372599997647,-2.1441369359623894,5.368547826357289,1010.0591918945313,89.21917808219177,2.057808253291535,21.6,40.0,192.0
N241,1.7150816053511706,1,65.80354399999999,12.72901,HDAM,8.1,5.240915494493249,113,4.383369760419408,2.012273930987879,7.326986138767576,1007.8178207606486,87.75890410958904,5.521369950738672,16.6,31.4,244.0
H126,0.7613636363636364,0,61.38164499999989,13.731379,HDAM,423.2,2.7707982964765376,113,2.463753379401687,-2.1425478941467526,6.939972429196924,1010.1471377020011,94.73972602739723,1.5041096207213729,0.1,0.0,19.3
N356,0.1433567921440262,0,58.418928,6.109621,HDAM,75.0,0.5670319974044187,113,7.399862856815939,5.0499998917420434,9.988794290866345,1011.2761777276863,82.22191780821917,7.655616578173964,18.3,45.1,116.0
H1194,0.5325443786982248,0,47.235001000000004,12.058,HDAM,1284.6,3.3312010931023615,129,2.3151232366080152,-1.7931232511742066,6.512657405834084,1019.3117961726776,146.94246575342467,2.625479504180281,18.0,35.1,238.0
N758,1.5833333333333333,0,60.678332999999995,10.352727999999999,HDAM,137.6,5.008615271991483,113,4.3237807343930825,0.7984383287852349,9.12904090075052,1010.6276853796553,95.99726027397259,2.0550685415529224,8.7,13.8,62.2
N130,1.1728657628128722,0,61.481479,9.314391,HDAM,695.9,0.9864633040851356,113,1.2635890367657765,-2.686109541795433,5.513698505804147,1010.1186418089148,89.03835616438356,1.9846575622689235,15.7,31.8,123.0
H28,0.26435045317220546,0,41.271328000000004,-6.320278,HPHS,223.1,5.696401294776003,63,14.983342121439435,7.938356001414869,21.99884880797504,1019.3359048921768,195.63013698630138,0.696164397180897,76.6,75.6,76.2
N46,1.508910714285714,0,59.850283999999995,6.962739,HDAM,1141.3,2.2015801825448613,113,0.05539726826221975,-2.32197254600182,2.543315012201871,1010.7137103355092,79.59452054794521,4.853424743716031,40.3,79.7,213.0
N561,0.2722347826086957,0,68.237491,16.747107,HDAM,57.7,0.4966030103371062,105,3.3130684151735217,-0.3784109405867041,6.093177944345221,1007.1737124090324,90.34520547945203,3.200821970097006,7.4,17.8,154.0
N343,2.6978417266187047,1,59.065338,6.632272,HDAM,649.4,2.2003117284324314,113,3.4051506062637857,1.2268492872227137,6.34657519828171,1011.4539861809717,77.95890410958904,7.703835751299986,47.0,89.5,140.0
N403,0.6082957198443579,0,59.996669,10.749974,HDAM,155.8,1.6637388437803908,113,6.532766997502887,3.5031232189846366,10.972766892734455,1010.4405614565496,99.34520547945203,2.4841096388150565,14.6,24.0,97.1
N206,2.143009049773756,1,60.911584999999995,9.368901,HDAM,516.1,2.3910361477743955,113,2.7975341755335457,-1.299780810027294,6.857013553049263,1010.7896036226456,90.51780821917808,2.0180822158513005,34.8,84.9,280.0
N310,6.03185,2,63.986371,11.094741,HDAM,138.8,3.7022584051101775,113,0.0,0.0,0.0,0.0,0.0,0.0,22.9,43.1,226.0
N158,8.422303999999999,2,63.038848,8.655876,HDAM,21.6,3.846043610235784,113,5.101945079393583,1.8382739244717847,8.909506636061899,1008.4542610900045,92.56986301369864,5.180822002561126,13.4,40.2,184.0
H42,2.7241379310344827,1,41.872,-8.2025,HPHS,334.4,4.53306329064198,77,14.414739380307395,8.357451862954113,21.020848849048352,1019.3772738522048,167.8,2.601917841009897,-7.2,-12.1,95.4
H204,2.641509433962264,1,46.6679,23.059,HDAM,977.1,4.2472479695411405,95,7.035780666125556,2.569342408829356,11.617369617235987,1017.3479599208048,152.95068493150688,1.735068520454511,2.3,1.6,102.0
H102,0.4786885245901639,0,40.3305,22.1253,HDAM,181.6,5.0139876937807735,65,14.191177714075124,8.58816417896074,19.539150260245965,1016.1372729157747,185.05753424657533,1.1567123506167163,39.3,64.6,170.0
N162,1.1479575757575755,0,62.621834,10.257691000000001,HDAM,757.8,1.5088506783256064,113,0.04821918076542142,-2.563616378421653,5.438712198481167,1009.5871357956978,93.86849315068493,1.9463014143787016,21.3,42.6,152.0
H1150,0.050387596899224806,0,47.84125,27.225416999999997,HDAM,82.0,0.8160128266475416,77,11.10890385186019,5.993177975305955,16.32350643075084,1016.8076852458797,148.4794520547945,1.3747945434426607,0.6,1.6,0.0
H2328,0.008602150537634409,0,52.762083,-8.477083,HDAM,330.2,13.749158959886534,129,10.407835384101084,6.928054636589264,13.878383246513266,1015.1627533377033,104.013698630137,3.3564384076693288,2.7,7.7,15.3
N436,0.1808806161745828,0,60.667444999999994,10.601301,HDAM,356.0,3.2469336034413927,113,3.9148492242987833,0.6527671218020459,8.216931322002656,1010.648780969071,95.9068493150685,1.8684931848147144,23.1,35.4,42.0
H1824,0.08333333333333333,0,62.590858999999995,16.406570000000002,HDAM,223.7,5.061408634831998,105,3.34983555446953,-1.04575339851212,7.823506691694669,1009.3175481926904,94.85753424657534,1.6147945457941866,5.9,12.5,65.8
H94,2.696035242290749,1,46.0508221655,6.94899701138,HDAM,1124.5,4.219427681721038,81,4.05599992379342,0.06364382662083189,8.244246422774987,1019.0739878197239,159.98356164383563,3.304383616578089,8.0,28.1,333.0
N189,1.69391437142078,1,63.355502,10.448813000000001,HDAM,281.9,7.043922849132667,113,5.412301270801524,2.7465752847288565,9.013972398863263,1009.020562158872,92.24383561643835,3.2175343014606064,9.8,9.7,6.0
N36,5.255429054054055,2,59.12481,7.5063,HDAM,312.8,3.735557883591023,113,3.2570136286930684,-0.1733150621595448,7.417643666134714,1011.3098786654538,80.09863013698629,3.649863081109034,14.8,29.4,358.0
H756,1.4438614900314797,0,40.9871,-7.5353,HDAM,535.4,3.747041168086201,77,14.900246270633724,8.823972381141088,21.618492634002475,1019.0580984455264,186.4,1.1369863271713256,16.5,14.3,73.4
H68,1.9833333333333327,1,66.95428100000001,19.796076,HDAM,366.6,5.164447545795103,105,-0.5529041053701753,-5.5181368660590016,4.098191700600189,1007.9068638631744,89.54246575342466,1.8200000313863365,7.6,13.9,70.5
H171,2.2205882352941178,1,42.009997999999996,19.625,HDAM,30.0,1.2755186787006207,101,15.725890009697167,10.533095662897988,21.02139682557485,1016.0474085977633,176.03287671232877,2.6164384142993247,11.7,35.3,124.0
N107,4.18243359375,1,61.218821,6.063636,HDAM,16.3,2.644790189657493,113,3.2345204819504123,0.8958355937714446,5.718465637910652,1009.9186443172088,80.53972602739726,9.331780973689195,24.5,51.1,335.0
H2490,0.5102040816326531,0,62.46369,13.080910000000001,HDAM,290.9,1.831208774433288,113,1.5091506552308394,-2.546684871379235,5.89942453998613,1009.3353565790884,92.53972602739726,1.48684933838779,3.7,10.5,46.2
H425,0.187,0,47.065944,13.353102,HDAM,1668.7,0.5841090727710514,115,-0.4764931403610804,-3.516767030056209,2.6438629624625185,1019.8633031557684,150.24657534246575,4.492328830614482,33.9,86.3,298.0
N53,0.6045906040268456,0,59.21679,8.451891999999999,HDAM,255.5,3.104410333260851,113,5.089479332723439,1.0382191623216623,9.637314871443461,1011.0561772594713,96.28493150684929,3.1843836124629186,33.9,57.2,367.0
N35,0.8941290322580646,0,59.353127,7.247782000000001,HDAM,913.8,3.1104671056630826,113,1.8069588718655167,-1.7625752870963045,5.385260160109158,1011.2813826051475,78.85205479452055,4.029315143905274,13.4,26.1,127.0
N408,0.694025,0,60.420730000000006,10.384411,HDAM,138.8,2.4860578855518987,113,4.2374519578806344,0.6507123114464626,8.879451859130027,1010.7027542741333,95.74794520547943,2.0964383871587997,14.6,31.2,134.0
H409,1.930215293244247,1,60.95096649999989,12.545216,HDAM,294.8,5.9997744280716905,113,2.8493697858632427,-1.6975615861991498,7.644520376796184,1010.8172737853167,95.44109589041096,2.1736986655078523,9.2,10.8,95.5
N190,1.6381647331786542,0,63.19240600000001,10.956678,HDAM,247.7,2.674293505580008,113,3.4055889582797274,0.13101370479044033,7.659260049778713,1009.283848091021,92.69041095890414,2.6854794961132407,7.6,13.6,71.8
N690,0.23929961089494164,0,63.03244599999999,8.836884,HDAM,295.4,1.3345274687836746,113,4.549232771012881,1.307534219069432,8.401205304392601,1008.4838484254602,92.43287671232876,4.861095975523126,10.6,32.8,155.0
N564,0.4819285714285715,0,68.62524599999999,17.260847000000002,HDAM,33.9,2.3212527210195173,105,2.3506574819451327,-0.3110410936176777,5.135972476643446,1007.1652194924553,89.81369863013698,2.979452111459758,15.9,23.1,127.0
H3424,1.669090909090909,0,46.159346,9.930337,HPHS,298.9,8.165852244499359,83,8.190657355789451,3.8627396410356654,13.857807911095556,1018.2827544747968,156.7972602739726,2.276712378083843,10.6,38.1,243.0
N184,3.0963089552238805,1,63.300242000000004,9.136845,HDAM,224.8,3.76582061971877,113,0.0,0.0,0.0,0.0,0.0,0.0,31.3,31.1,28.8
H1522,1.68,1,45.59125,22.95875,HDAM,320.0,0.5910078713911261,95,11.049260016091884,5.449123190812869,16.80232839149053,1017.2013839094606,157.14520547945204,1.3156164677175757,0.0,0.0,12.5
H377,7.352941176470589,2,45.435348,7.4184660000000004,HDAM,704.0,6.500957232504296,81,6.891040963108001,2.4725205001765733,11.664876441427904,1018.3791923627464,165.97260273972603,2.2950685283909107,0.0,8.5,235.0
H105,1.8,1,44.96118,5.68874,HDAM,476.2,3.3384305140876327,104,10.998218945873113,5.079862883442068,16.823259852561232,1018.6183705787137,170.2164383561644,1.9813699018465327,3.8,48.2,281.0
N434,1.4817454545454545,0,61.176741,8.390972999999999,HDAM,472.0,1.5025454248097465,113,0.14484932868652148,-3.2790958145709888,3.6575615645220414,1010.73480809878,88.20821917808217,2.0797260586529562,20.6,40.5,159.0
N400,0.29573698630136985,0,59.43871600000001,10.668395,HDAM,6.1,0.6478497601269482,113,7.379150513386071,4.717397160817908,11.249369607375913,1010.6337136464576,104.2,2.524383594728496,9.8,17.8,37.1
N259,0.4504112068965517,0,67.355703,14.8518,HDAM,10.9,1.8691314101631695,113,3.5980547198387858,1.6684657219542216,6.665972464842953,1007.453165801584,89.41643835616438,3.323013749841141,17.5,31.0,109.0
N124,0.9649617647058824,0,60.929748,8.422632,HDAM,717.8,3.370744708119324,113,0.3769314919432549,-2.320438313958784,3.6331232082455935,1010.4515208623179,90.29863013698628,2.2391781214165363,10.6,32.8,266.0
N1055,0.19597272727272727,0,59.052308999999994,10.018394,HDAM,4.2,2.6437683473705498,113,7.945013508848745,4.482219089047142,11.338520315820224,1010.5937090311965,103.02739726027396,3.0772603100293305,5.8,15.7,57.9
