,id,gwh_per_mm3,latitude,longitude,type,rainfall,avg daily temp,min daily temp,max daily temp,sea level pressure,global radiation
39,H425,0.187,47.065944,13.353102,HDAM,4.492328830614482,-0.4764931403610804,-3.516767030056209,2.6438629624625185,1019.8633031557684,150.24657534246575
40,H126,0.7613636363636364,61.38164499999989,13.731379,HDAM,1.5041096207213729,2.463753379401687,-2.1425478941467526,6.939972429196924,1010.1471377020013,94.73972602739725
41,H1265,0.6714285714285714,41.692083,19.832917,HDAM,2.334246614861162,14.008191448511326,8.9050957159994,19.12112286564422,1016.0575471224851,178.5205479452055
42,H127,0.1711864406779661,67.493432,18.353512,HDAM,1.423287696952689,-0.2150684854245349,-3.4917533441255353,3.2628492502214974,1007.7761785637842,89.17534246575343
43,H1272,4.651162790697675,41.07,-7.46,HDAM,1.0317808366801642,14.552520194180207,8.479150495810869,21.16232830775927,1019.0852177868151,186.43013698630136
44,H643,3.1711822660098523,56.707001,-4.02,HDAM,2.938630181306029,8.173287485830793,4.418219080807208,12.073807974629206,1011.6854955385809,81.63835616438357
45,H1299,3.7416666666666663,40.3095,-8.2488,HDAM,1.9038356527073743,15.8735612993371,9.787260056215606,23.11575297786765,1018.8961805369756,184.86027397260273
46,H130,25.09090909090909,46.16036500000001,9.936609,HDAM,2.276712378083843,8.190657355789453,3.8627396410356645,13.857807911095554,1018.2827544747967,156.7972602739726
47,H132,0.38662146303299,41.368999,0.274,HDAM,0.6890411047086323,15.451807913684274,9.10120526559855,22.430684456106736,1018.7638497966609,196.9753424657534
48,H1328,0.4353932584269663,42.4452,25.6364,HROR,1.5865753787837615,13.305807906016707,7.433095717440321,19.143424234079987,1016.7841241705908,166.92328767123288
49,H1340,0.2274631531933899,40.719766,9.101024,HDAM,1.0024657736085865,17.349451689524194,13.04315042626368,21.277424224435467,0.0,183.43835616438355
50,H136,0.9789473684210528,38.7415,21.3642,HDAM,0.6556164534328736,17.45569824143632,12.387259989568632,21.50147899070831,1015.6504270788741,194.4958904109589
51,H1365,0.5450678011167243,47.165417,24.877917,HDAM,1.9646575641958681,6.39323272664253,1.5057807987785503,11.283177826686265,1017.1786463907321,146.15890410958903
52,H137,0.8183333333333334,67.729796,17.4849399999999,HDAM,1.5093150960255977,-0.7536986301410689,-3.7986574538154145,2.3982465054839848,1007.4460419119221,89.96438356164384
53,H140,6.956521739130435,43.759998,19.289,HDAM,2.398082225943265,9.755287471189074,4.261314978307649,15.738684575795515,1016.4942591837008,159.72602739726028
54,H725,5.115652245661321,56.771999,-3.353,HDAM,2.137260305064998,7.343479291216968,3.4309040214202993,11.296712089972953,1011.7005606873395,86.24931506849315
55,H870,2.921875,56.699001,-4.408,HROR,4.390137057435022,7.939205305931503,4.399177981397673,11.60509563880424,1011.7641226990582,77.5041095890411
