plant_id,gwh_per_mm3,latitude,longitude,type,altitude_m,nearest_lake_dist_km,days_of_rain,inches_of_rain,avg_high_temp,avg_low_temp
N54,3.409611111111111,59.356167000000006,8.177044,HDAM,251.7,2.109352227089548,113,30.0,49,36
N57,2.097594736842105,59.49854499999999,8.633632,HDAM,139.1,3.292922419153675,113,30.0,49,36
N58,4.662858552631579,59.60825300000001,8.713219,HDAM,289.0,1.4674156832688274,113,30.0,49,36
N62,0.5064610485056346,59.686023,9.142329,HDAM,162.7,3.631244029017493,113,30.0,49,36
N63,0.17528195488721804,59.825847,8.345667,HDAM,871.1,2.1896149259984825,113,30.0,49,36
N68,1.0864572727272728,60.243794,8.701658,HDAM,905.7,5.742452897806307,113,30.0,49,36
N70,2.155707386363636,60.267223,8.959338,HDAM,371.0,0.16988742498603487,113,30.0,49,36
N77,3.0561041666666666,59.862852,9.384991,HDAM,184.0,3.105928483672432,113,30.0,49,36
N80,0.5618798507462687,59.928859,9.963443,HDAM,59.4,1.3862275017838652,113,30.0,49,36
N81,1.8980740000000003,60.084174,9.816174,HDAM,153.4,2.9529145304846116,113,30.0,49,36
N85,0.8136210392902408,60.58251800000001,5.54282,HDAM,23.8,0.6159850136095036,113,30.0,49,36
N88,0.5334640968787311,60.554264,6.029859,HDAM,694.4,1.1186437875044035,113,30.0,49,36
N89,5.691142658315936,60.872580000000006,5.594089,HDAM,101.9,2.4495822908745533,113,30.0,49,36
N90,17.737089201877932,60.923999,5.98594,HDAM,421.1,1.8667620196468184,113,30.0,49,36
N91,0.6860333253416447,60.96065400000001,5.702609,HDAM,489.7,0.7165472677579114,113,30.0,49,36
N92,1.39164039408867,61.716661,5.236697,HDAM,43.0,0.7444595685824933,113,30.0,49,36
N94,1.8922787610619467,61.61468000000001,5.678051,HDAM,66.2,1.8426096727395906,113,30.0,49,36
N95,0.6233960451977401,60.55784,6.211286,HDAM,593.8,1.436958706170076,113,30.0,49,36
N96,4.069222891566266,60.662251,6.118739,HDAM,510.5,2.594740018942092,113,30.0,49,36
N97,0.6636363636363637,60.738548,6.261966,HDAM,813.5,1.6272886537542792,113,30.0,49,36
N98,4.543368700265253,60.50696800000001,7.140933,HDAM,650.6,1.8543356222696403,113,30.0,49,36
N99,7.190215789473685,60.507421,7.1407050000000005,HDAM,674.0,1.8048537517229908,113,30.0,49,36
N100,1.7663117870722431,60.575845,6.921271000000001,HDAM,195.6,2.5755768614453065,113,30.0,49,36
N101,5.045748337028825,61.021374,6.567662,HDAM,352.6,2.5947751218640898,113,30.0,49,36
N104,4.966358078602621,60.80433100000001,7.378572,HDAM,1074.7,1.6609404037624027,113,30.0,49,36
N105,12.929139175257733,60.8525,7.300704,HDAM,900.6,1.7952468732633236,113,30.0,49,36
N107,4.18243359375,61.218821,6.063636,HDAM,16.3,2.6447901896574932,113,30.0,49,36
N108,3.834784810126582,61.218879,6.063321,HDAM,23.8,2.6310618478598387,113,30.0,49,36
N109,3.2044096185737976,61.350357,6.5737619999999986,HDAM,689.6,2.2609134525575314,113,30.0,49,36
N110,6.596549056603774,61.27795,7.150453999999999,HDAM,210.0,3.2202095154009838,113,30.0,49,36
N111,17.280908496732025,61.176752,7.626967,HDAM,528.6,1.802791715296706,113,30.0,49,36
N112,1.3089819999999999,61.445797,6.009602,HDAM,58.7,2.178034212351492,113,30.0,49,36
N113,2.0196506024096386,61.520817,7.308742,HDAM,946.3,4.365827474655416,113,30.0,49,36
N114,6.676898444647758,60.529495,7.748357,HDAM,1147.4,1.6915805241561863,113,30.0,49,36
N115,0.4458977900552486,60.502858,7.862397,HDAM,989.9,2.115595751745334,113,30.0,49,36
N116,2.3118033766233768,60.567368,8.410259,HDAM,619.7,3.358006451923365,113,30.0,49,36
N118,0.6709848375451263,60.62675,8.181678999999999,HDAM,610.8,3.1482308929294334,113,30.0,49,36
N119,1.1962053543307087,60.626677,8.182144000000001,HDAM,611.0,3.12734090893538,113,30.0,49,36
N123,14.508701472556892,61.061044,7.822617,HDAM,490.4,3.9748504808717664,113,30.0,49,36
N124,0.9649617647058824,60.929748,8.422632,HDAM,717.8,3.370744708119324,113,30.0,49,36
N125,1.1757,60.80241700000001,8.638246,HDAM,811.4,2.6086885386715446,113,30.0,49,36
N126,0.6820748633113697,61.19814100000001,8.382166999999999,HDAM,578.5,0.9278203942991684,113,30.0,49,36
N127,3.780850000000001,61.141694,8.878446,HDAM,551.2,4.796203957970917,113,30.0,49,36
N128,0.6190866274179982,61.25827099999999,8.757071,HDAM,794.5,2.188107086060076,113,30.0,49,36
N129,48.854201388888896,61.504615,7.706136999999999,HDAM,211.8,3.5434697981336774,113,30.0,49,36
N130,1.1728657628128722,61.481479,9.314391,HDAM,695.9,0.9864633040851356,113,30.0,49,36
N133,1.3527323999999998,61.00656899999999,10.031814,HDAM,498.8,5.45138154866853,113,30.0,49,36
N134,1.6664840294840295,61.115301,10.454126,HDAM,132.9,3.6708898144457316,113,30.0,49,36
N137,40.6289389067524,61.564563,9.792926,HDAM,500.5,5.2944193282375815,113,30.0,49,36
N140,0.9866560283687944,61.768853,5.304794,HDAM,131.6,1.0250943031554542,113,30.0,49,36
N141,4.920616822429906,61.77111,5.2976230000000015,HDAM,3.0,1.1868733140389016,113,30.0,49,36
N143,3.7538385518590993,61.801737,5.669954,HDAM,472.2,2.2340685693325866,113,30.0,49,36
N144,3.2171078431372546,62.020561,5.839346,HDAM,328.9,2.1714336749578416,113,30.0,49,36
N145,2.25787728026534,62.107524,6.571821000000001,HDAM,247.1,1.9248882761199464,113,30.0,49,36
N147,7.416874285714287,62.232416,7.430165,HDAM,177.1,2.080748702971545,113,30.0,49,36
N148,10.7532,62.205012,7.445873,HDAM,635.3,1.1188970022795113,113,30.0,49,36
N149,4.689497757847533,62.195096,7.517685,HDAM,748.6,0.8385742712927872,113,30.0,49,36
N150,1.8735383333333333,61.899278,8.227095,HDAM,416.6,4.678639852198594,113,30.0,49,36
N152,0.5581369230769231,61.817179,8.951578,HDAM,824.1,2.821088680276826,113,30.0,49,36
N154,0.15779549929676512,62.508264,8.473486999999999,HDAM,801.0,0.9284537503246676,113,30.0,49,36
N155,2.151594642857143,62.627288,8.893746,HDAM,459.5,2.5437412212466946,113,30.0,49,36
N156,39.8294623655914,62.664258,8.514969,HDAM,310.6,6.302773669007308,113,30.0,49,36
N158,8.422303999999999,63.038848,8.655876,HDAM,21.6,3.8460436102357836,113,30.0,49,36
N159,0.33061658536585364,62.933703,9.125257,HDAM,424.9,3.610594865140453,113,30.0,49,36
N160,4.989034636871509,63.001093,9.020321,HDAM,136.9,3.0256950955641835,113,30.0,49,36
N161,2.0412712418300654,62.185692,10.611858,HDAM,593.3,6.664695437624196,113,30.0,49,36
N162,1.1479575757575755,62.621834,10.257691,HDAM,757.8,1.5088506783256064,113,30.0,49,36
N163,1.1139566666666667,62.66241700000001,10.139673,HDAM,699.2,0.8305353963540588,113,30.0,49,36
N164,2.3029166666666665,62.915995,9.680167,HDAM,604.6,5.421917059529281,113,30.0,49,36
N165,5.340004,63.113494,10.478311,HDAM,373.8,4.238460948672257,113,30.0,49,36
N169,3.7482578397212554,59.128023,11.43825,HDAM,81.4,3.4064754267883344,113,30.0,49,36
N173,0.44435975609756095,60.027536,11.323332,HDAM,114.4,5.917128193119389,113,30.0,49,36
N178,0.932,61.163873,11.456755,HDAM,220.2,1.8914226623224284,113,30.0,49,36
N179,1.1559275471698114,61.237602,11.517878,HDAM,340.8,2.6592315902105192,113,30.0,49,36
N182,0.15257152000000002,62.996363,11.826643,HDAM,710.9,2.169342024264832,113,30.0,49,36
N184,3.0963089552238805,63.300242,9.136845,HDAM,224.8,3.76582061971877,113,30.0,49,36
N189,1.69391437142078,63.355502,10.448813,HDAM,281.9,7.043922849132666,113,30.0,49,36
N190,1.6381647331786542,63.19240600000001,10.956678,HDAM,247.7,2.674293505580008,113,30.0,49,36
N191,0.8621621621621621,63.637554,10.132666,HDAM,95.6,3.866417004326794,113,30.0,49,36
N192,0.7683,63.726499,10.865013,HDAM,142.7,2.0001680531337103,113,30.0,49,36
N193,4.360443548387097,63.927744,10.233434,HDAM,332.1,1.8035891150643248,113,30.0,49,36
N194,1.721029082774049,63.84786999999999,10.682239,HDAM,183.8,1.3031586690768486,113,30.0,49,36
N197,1.0593125,63.44024399999999,11.742539,HDAM,257.9,4.643073941055096,113,30.0,49,36
N198,0.9103553333333334,64.228736,12.025878,HDAM,241.6,0.7442517577626074,113,30.0,49,36
N199,1.5300785123966942,60.805201,7.3773050000000016,HDAM,1095.0,1.7647559099375474,113,30.0,49,36
N200,0.8978549883990719,60.958423,9.300065,HDAM,353.2,0.8373481114447906,113,30.0,49,36
N201,0.8528301217038541,60.857432,5.696332,HDAM,750.0,0.721215671052416,113,30.0,49,36
N202,30.653742110009016,60.87005799999999,5.596857,HDAM,396.9,2.1382720007751352,113,30.0,49,36
N204,0.4162433712121213,59.204847,7.8351229999999985,HDAM,601.6,0.5853586301534043,113,30.0,49,36
N205,0.8143311999999999,59.310502,9.045155,HDAM,81.7,2.604618692843089,113,30.0,49,36
N206,2.143009049773756,60.911585,9.368901,HDAM,516.1,2.3910361477743955,113,30.0,49,36
N209,3.1396276595744683,58.55796700000001,7.3671820000000015,HDAM,427.0,1.6151855526397108,113,30.0,49,36
N210,4.299392293114339,62.500671,7.776139,HDAM,236.3,2.358201253329038,113,30.0,49,36
N215,17.811405263157894,63.032064,11.703242,HDAM,532.5,0.7150164627398785,113,30.0,49,36
N216,3.3085,63.032098,11.703237,HDAM,532.5,0.7115458766000228,113,30.0,49,36
N217,0.9619701030927834,59.658147,6.985078999999999,HDAM,658.9,3.796941956310517,113,30.0,49,36
N218,0.9763831347387718,60.208303,10.239006,HDAM,128.6,2.517636742696647,113,30.0,49,36
N219,4.466450867052023,60.440009,5.860706,HDAM,237.1,0.7008269096663654,113,30.0,49,36
N221,1.9734271099744245,60.974958,6.062494999999998,HDAM,624.9,1.048650124733597,113,30.0,49,36
N222,2.103958925750395,59.187073,8.039686999999999,HDAM,809.3,1.6995093731127824,113,30.0,49,36
N226,1.7893593919652553,60.464283,5.915178,HDAM,488.4,1.4136013668918943,113,30.0,49,36
N229,2.351090243902439,60.255341,5.740831,HDAM,312.6,2.6189492736363222,113,30.0,49,36
N230,3.014168152866242,59.636706,11.154443,HDAM,88.3,0.9573548605629062,113,30.0,49,36
N231,2.6778074074074074,58.478973,6.0309940000000015,HDAM,22.8,1.1229226941203259,113,30.0,49,36
N236,62.547530769230775,64.703361,12.836591,HDAM,158.7,5.415833526517427,113,30.0,49,36
N237,0.29722043230016315,64.695063,13.64173,HDAM,503.3,6.425470019204598,113,30.0,49,36
N239,0.17890060483870968,64.886275,13.562079,HDAM,426.5,3.5448905173882674,113,30.0,49,36
N240,2.9189994683678897,65.20919599999999,12.796868,HDAM,152.3,3.3905973099954916,113,30.0,49,36
N241,1.7150816053511706,65.80354399999999,12.72901,HDAM,8.1,5.240915494493249,113,30.0,49,36
N242,0.3520906604142243,65.88709200000001,13.800660999999998,HDAM,368.4,1.4715714995356508,113,30.0,49,36
N243,5.214210144927536,66.053038,13.336591,HDAM,117.9,2.4393067879932318,113,30.0,49,36
N244,105.31578947368419,66.052027,13.774634,HDAM,255.7,3.2545841040007306,113,30.0,49,36
N245,3.222005555555556,66.310342,13.563553,HDAM,30.2,2.6480407104419537,113,30.0,49,36
N246,0.8949823529411765,66.06270699999999,13.997822,HDAM,63.4,3.1574358279134773,113,30.0,49,36
N247,5.673861111111113,66.336842,14.166999,HDAM,31.6,6.332886607159788,113,30.0,49,36
N248,0.7713972972972972,66.375658,13.657310999999998,HDAM,593.8,1.8584985163296817,113,30.0,49,36
N249,2.029126213592233,66.645942,13.560479,HDAM,8.4,1.6629081904541951,113,30.0,49,36
N250,0.7034073017683969,66.724624,13.941961,HDAM,627.6,3.341057208458091,113,30.0,49,36
N251,2.1116150375939853,66.97119599999999,14.157405,HDAM,109.0,1.747729237485267,113,30.0,49,36
N252,0.7621548183254344,66.951346,14.2253,HDAM,335.3,1.706132945170885,113,30.0,49,36
N253,1.3689214285714286,67.129685,14.955135999999998,HDAM,2.0,2.075080269789749,113,30.0,49,36
N255,1.6749009321878998,67.323103,15.722385999999998,HDAM,289.5,2.8563899776465336,105,21.2,50,38
N256,0.4923076193487196,67.082708,16.055170999999998,HDAM,474.3,1.6638911883630554,105,21.2,50,38
N258,0.7667128964059197,67.12091099999999,16.120824,HDAM,405.1,3.5517315665594262,105,21.2,50,38
N259,0.4504112068965517,67.355703,14.8518,HDAM,10.9,1.8691314101631697,113,30.0,49,36
N260,0.5079543360433604,67.62162099999999,16.007076,HDAM,506.9,1.5357286411057822,105,21.2,50,38
N262,0.9479835294117648,67.807909,16.115713,HDAM,399.8,1.5631677241510389,105,21.2,50,38
N263,1.1224597402597405,67.824218,15.993795,HDAM,76.4,0.5916549576464738,105,21.2,50,38
N264,2.8434439252336445,68.06065600000001,16.668725,HDAM,323.6,1.2929396842696632,105,21.2,50,38
N265,3.1279595588235294,68.20108499999999,17.36584,HDAM,253.1,2.5917391493108486,105,21.2,50,38
N266,2.046,68.536733,17.028622,HDAM,8.9,0.580533317048571,105,21.2,50,38
N267,0.8618125,68.403304,17.421529999999994,HDAM,60.0,3.4287209764984823,105,21.2,50,38
N268,2.5970252897787143,68.397625,17.799681,HDAM,490.5,3.2094909118234085,105,21.2,50,38
N269,1.0488165803108809,68.475637,17.626088,HDAM,5.9,3.4190001612183063,105,21.2,50,38
N270,4.529073469387755,67.451702,15.742424,HDAM,348.9,2.7342793992756578,105,21.2,50,38
N271,0.4871969814995131,68.657726,18.821514,HDAM,330.7,2.5127374428923632,105,21.2,50,38
N274,0.9179594694178336,68.87546999999999,19.559838,HDAM,171.6,2.2918129501274107,105,21.2,50,38
N275,2.3384361263736264,69.312883,20.34206,HDAM,332.7,4.429197700220397,115,26.9,48,35
N276,2.5256731054977712,69.45675899999999,20.909812,HDAM,487.8,2.1622339595690843,115,26.9,48,35
N277,1.199242718446602,69.68426099999999,22.154025,HDAM,435.0,0.9953340831439136,115,26.9,48,35
N278,5.647020740740741,69.718538,23.807803,HDAM,334.5,2.424376567009415,115,26.9,48,35
N279,1.1232596153846155,70.401409,23.627291,HDAM,73.5,2.548514580514321,115,26.9,48,35
N280,8.495562231759656,69.71935400000001,22.057419,HDAM,36.8,2.9566919233700872,115,26.9,48,35
N281,0.10752347242921012,69.372939,29.694000000000006,HDAM,41.9,1.2432805399902274,119,24.9,47,35
N283,0.5549819308208571,70.409576,26.701874,HDAM,105.0,1.3297201024797431,115,26.9,48,35
N284,0.2604506976744186,62.673965,11.454045,HDAM,688.3,4.463241012120844,113,30.0,49,36
N287,13.500833333333333,61.841526,5.802617,HDAM,52.4,1.0989206274467531,113,30.0,49,36
N288,4.629383783783784,60.44,6.412634,HDAM,680.0,3.2354223438277896,113,30.0,49,36
N289,3.9469806697522474,61.297126,7.849949,HDAM,1085.9,3.275460414205879,113,30.0,49,36
N290,2.5340926966292128,61.4371,7.2347899999999985,HDAM,293.3,5.733601718504039,113,30.0,49,36
N291,1.070752635449865,66.294966,14.270422,HDAM,361.7,4.8791275145372435,113,30.0,49,36
N293,2.5119447513812148,62.149826,7.43549,HDAM,689.2,1.3149780181906698,113,30.0,49,36
N294,3.090560997328584,59.04381600000001,6.6465429999999985,HDAM,763.9,2.4927549281397505,113,30.0,49,36
N295,5.579211764705882,66.796875,14.000939,HDAM,4.8,1.1660052609234135,113,30.0,49,36
N296,3.4227180989583332,59.625305,7.853282000000001,HDAM,644.1,1.458837973967816,113,30.0,49,36
N297,0.6575172054223148,60.978203,6.516092,HDAM,867.4,0.5424760567309332,113,30.0,49,36
N299,0.5460162444401471,59.736731000000006,7.434555,HDAM,816.7,0.863340848947663,113,30.0,49,36
N301,207.83419642857143,59.445572,8.040303,HDAM,217.0,2.8896476947330263,113,30.0,49,36
N302,2.325365979381443,59.496878,7.829058,HDAM,553.2,2.389054747630079,113,30.0,49,36
N303,4.049006622516556,59.46516,7.932223,HDAM,299.2,4.028141270309087,113,30.0,49,36
N306,2.8296132872503845,59.885372,8.673893,HDAM,313.3,3.545518460414213,113,30.0,49,36
N307,0.6256030614654673,58.881372,6.817814,HDAM,652.4,1.06712996460944,113,30.0,49,36
N308,1.8308433734939757,61.937434,7.886852999999999,HDAM,798.3,2.3322407269972367,113,30.0,49,36
N310,6.03185,63.986371,11.094741,HDAM,138.8,3.7022584051101775,113,30.0,49,36
N312,1.35,59.159053,6.612866,HDAM,775.8,0.7655230067064818,113,30.0,49,36
N313,31.799107142857146,59.844023,5.994117,HDAM,295.4,0.9463991327831884,113,30.0,49,36
N318,29.16623229461757,59.639932,6.379562,HDAM,250.2,3.6217083994595134,113,30.0,49,36
N320,7.752667922159448,61.511812,6.60963,HDAM,728.7,1.865129868781374,113,30.0,49,36
N321,3.7782340862422994,59.00283100000001,6.081568,HDAM,152.1,2.4018369243472795,113,30.0,49,36
N324,9.095744680851064,61.23865,6.15936,HDAM,440.3,1.1519729265190428,113,30.0,49,36
N326,0.2070063694267516,66.057335,14.243865,HDAM,618.4,1.9261738533800408,113,30.0,49,36
N332,2.254610886189833,58.391758,7.894413,HDAM,181.8,1.5222107902386317,113,30.0,49,36
N333,105.31578947368419,66.052217,13.772272,HDAM,276.7,3.1514820867834104,113,30.0,49,36
N337,0.44435975609756095,60.029155,11.319597,HDAM,126.1,6.146872612770367,113,30.0,49,36
N343,2.6978417266187047,59.065338,6.632272,HDAM,649.4,2.2003117284324314,113,30.0,49,36
N345,0.21618271428571428,59.128898,6.892177,HPHS,923.1,1.2568579760866476,113,30.0,49,36
N346,0.429008676092545,59.479142,6.692334,HPHS,1041.9,1.6914853104286922,113,30.0,49,36
N347,0.1984636363636364,60.191554,6.389273,HPHS,978.7,0.8537732664524136,113,30.0,49,36
N348,0.277904347826087,61.00358000000001,8.068592,HPHS,1161.9,3.740127583605288,113,30.0,49,36
N349,0.4270417163289631,61.56590500000001,7.866189,HPHS,1086.8,0.3870026597266446,113,30.0,49,36
N350,0.2907663551401869,64.046234,11.082015,HPHS,281.1,0.8935046129154635,113,30.0,49,36
N351,0.3797459821428572,60.79813100000001,7.5714070000000016,HPHS,1147.6,0.9778483618680436,113,30.0,49,36
N352,0.4232422680412371,63.39412,11.913236,HPHS,454.5,1.4777165551151092,113,30.0,49,36
N353,0.7933424124513618,60.892783,6.065016,HPHS,649.4,2.2017272656458333,113,30.0,49,36
N356,0.1433567921440262,58.418928,6.109621,HDAM,75.0,0.5670319974044187,113,30.0,49,36
N358,1.1074415584415584,58.828059,6.055009,HDAM,44.1,1.4179272300736978,113,30.0,49,36
N362,1.5138969957081545,58.281282,6.815432,HDAM,26.0,1.2042187453742883,113,30.0,49,36
N363,1.518838383838384,58.222591,7.335344,HDAM,43.4,0.8197123970448038,113,30.0,49,36
N365,0.2670666666666667,58.662373,6.617867,HDAM,356.3,1.3472503668232407,113,30.0,49,36
N366,0.5124575,58.716308,6.632331,HDAM,445.2,0.5080264544063963,113,30.0,49,36
N368,0.530688,58.752982,7.857013,HDAM,255.0,1.881554760381688,113,30.0,49,36
N371,0.04650614250614251,59.00784300000001,8.551741,HDAM,246.8,0.8677275684122757,113,30.0,49,36
N375,0.07174,58.96678000000001,9.313175,HDAM,43.6,2.0909742612271955,113,30.0,49,36
N377,0.19597272727272727,59.052673,10.018279,HDAM,5.7,2.645196902867297,113,30.0,49,36
N381,1.4244632352941176,59.874725,6.074132,HDAM,631.2,1.0981544468884752,113,30.0,49,36
N390,0.16833991228070175,59.674308,8.558894,HDAM,755.5,2.5693524061534827,113,30.0,49,36
N391,0.2910174897119341,59.71544100000001,8.699349,HDAM,746.2,1.3810542884702552,113,30.0,49,36
N396,0.2317589743589744,59.362264,9.663048,HDAM,266.8,1.6803862506176617,113,30.0,49,36
N397,1.2739161676646706,59.24281600000001,9.811942,HDAM,36.0,0.5971590559280319,113,30.0,49,36
N399,0.16754779969650985,59.733039,9.872011,HDAM,4.2,3.625489143635621,113,30.0,49,36
N400,0.29573698630136985,59.43871600000001,10.668395,HDAM,6.1,0.6478497601269482,113,30.0,49,36
N401,1.4145380710659898,60.053334,9.54561,HDAM,119.0,1.1335234833979402,113,30.0,49,36
N402,1.1545104895104894,59.91378100000001,9.885792,HDAM,34.4,5.932814150635703,113,30.0,49,36
N403,0.6082957198443579,59.996669,10.749974,HDAM,155.8,1.6637388437803908,113,30.0,49,36
N407,0.03731669114047968,60.227748,10.376135,HDAM,130.9,1.1992506470033564,113,30.0,49,36
N408,0.694025,60.420730000000006,10.384411,HDAM,138.8,2.4860578855518987,113,30.0,49,36
N419,1.04296875,61.16020500000001,5.478088,HDAM,128.1,1.4144511728768188,113,30.0,49,36
N423,0.6854745762711864,61.44609200000001,5.335162,HDAM,45.6,0.9571121303065327,113,30.0,49,36
N425,1.6484052631578947,61.675014,5.783222,HDAM,130.1,2.2586763874532463,113,30.0,49,36
N428,2.388247619047619,60.746899,7.134759,HDAM,676.3,1.1236802786396158,113,30.0,49,36
N430,1.840425,60.804002,7.35285,HDAM,1214.0,1.1365583294374997,113,30.0,49,36
N431,0.5056752336448599,61.750061,6.276408,HDAM,57.4,3.499295111050564,113,30.0,49,36
N433,0.4509729119638826,61.16328299999999,7.750692,HDAM,986.1,1.3932354109400706,113,30.0,49,36
N434,1.4817454545454545,61.176741,8.390972999999999,HDAM,472.0,1.5025454248097465,113,30.0,49,36
N435,0.6936756756756757,61.651647,7.749792999999999,HDAM,1033.3,0.6790033098839969,113,30.0,49,36
N436,0.1808806161745828,60.667445,10.601301,HDAM,356.0,3.2469336034413927,113,30.0,49,36
N441,2.2796642335766424,61.240405,10.058534,HDAM,343.7,4.812180393259493,113,30.0,49,36
N444,0.5342139037433156,61.124574,10.695165,HDAM,699.7,2.5987489223263407,113,30.0,49,36
N446,0.4539194630872483,61.999026,5.458976,HDAM,17.2,1.3388718923461576,113,30.0,49,36
N448,1.3827814569536423,62.166186,5.568516000000002,HDAM,3.9,2.184700974535147,113,30.0,49,36
N449,0.4516044444444444,62.256071,5.583927,HDAM,9.0,2.0597051872704037,113,30.0,49,36
N452,0.92184,62.03365,6.395565,HDAM,71.4,0.5413343363352758,113,30.0,49,36
N455,2.3746792130025667,62.134142,6.299359,HDAM,197.7,1.163524672013722,113,30.0,49,36
N457,2.0239691358024694,62.34751800000001,8.050175,HDAM,163.9,4.005748101910325,113,30.0,49,36
N459,0.3929203539823009,62.840822,7.701925,HDAM,224.0,2.0715947890168915,113,30.0,49,36
N460,0.8393354037267079,62.833476,8.300592,HDAM,25.7,1.5318843923172096,113,30.0,49,36
N461,1.5862761904761904,62.804585,8.502891,HDAM,96.6,1.4715298936493744,113,30.0,49,36
N464,0.502275294117647,62.231331,10.342027,HDAM,742.6,2.263536314516921,113,30.0,49,36
N465,0.2172583333333333,63.111583,10.601726,HDAM,489.2,2.137170929514649,113,30.0,49,36
N466,0.9499921895339756,59.148451,11.556397,HDAM,83.3,3.50826009762254,113,30.0,49,36
N470,0.15017565485362094,59.4806,11.65264,HDAM,112.8,2.7751816340003828,113,30.0,49,36
N472,0.09504683648315528,60.286995,11.194128,HDAM,150.0,5.841381862806696,113,30.0,49,36
N479,0.5632914572864323,63.293668,9.728589,HDAM,85.9,2.268931517337075,113,30.0,49,36
N483,0.4120153846153846,63.14048100000001,10.968042,HDAM,358.1,1.4402726866748552,113,30.0,49,36
N485,0.3651973333333334,63.848701,9.890697,HDAM,8.2,1.9271561040149048,113,30.0,49,36
N490,0.11003142536475873,64.843237,11.971394,HDAM,95.8,1.2925458631044424,113,30.0,49,36
N491,0.3671560178306092,64.838852,11.95325,HDAM,50.0,1.9393233326223749,113,30.0,49,36
N497,0.07676470588235294,62.133172,7.5592380000000015,HDAM,1349.3,0.8258111206471496,113,30.0,49,36
N500,0.5968655462184873,64.46592,10.946658,HDAM,20.7,1.2795637250488354,113,30.0,49,36
N501,0.8101690140845071,64.42932900000001,10.959254,HDAM,64.9,0.9557015550553892,113,30.0,49,36
N507,0.28629794520547946,59.367561,7.892581,HDAM,739.5,1.3867438569971635,113,30.0,49,36
N508,0.0812430303030303,64.078152,11.632431,HDAM,20.1,1.6712244636498026,113,30.0,49,36
N510,1.7776886035313002,59.323002,9.53647,HDAM,145.2,2.237188193382305,113,30.0,49,36
N515,0.3322689075630252,60.99510400000001,5.7228910000000015,HDAM,599.5,0.917119864089832,113,30.0,49,36
N517,2.8270384615384616,62.357548,6.894803,HDAM,14.7,4.665674356246454,113,30.0,49,36
N518,0.263752,63.027127,11.70028,HDAM,531.0,1.1972753104772158,113,30.0,49,36
N519,0.39204054054054055,63.796846,11.816394,HDAM,43.0,3.840188135509901,113,30.0,49,36
N520,0.20082233502538072,63.244057,10.16954,HDAM,127.2,1.6670074949776346,113,30.0,49,36
N522,0.10139544962080174,61.029947,9.049017,HDAM,359.6,0.6530287531480539,113,30.0,49,36
N527,0.20918525703200772,59.72911600000001,6.627519,HDAM,782.9,0.2559827890051111,113,30.0,49,36
N528,0.26050980392156864,59.919097,6.187562000000002,HDAM,750.8,0.8896658036734747,113,30.0,49,36
N529,0.40567741935483853,60.943698,10.745986,HDAM,227.1,3.320757334703832,113,30.0,49,36
N532,2.0212234042553194,58.358825,6.300171,HDAM,80.2,3.1471875795181705,113,30.0,49,36
N538,0.7267277486910994,60.033452,12.371142,HDAM,133.2,1.5966823345726748,113,30.0,49,36
N541,0.06843545454545455,64.690137,13.215878,HDAM,353.6,3.918152067194325,113,30.0,49,36
N545,0.54025,66.822241,13.980626,HDAM,282.3,1.5629083636822287,113,30.0,49,36
N546,0.97515,66.875106,13.84261,HDAM,68.9,1.0731195174128936,113,30.0,49,36
N547,0.5392717391304348,66.88729599999999,14.153085,HDAM,425.3,1.366665530188019,113,30.0,49,36
N551,0.14212527472527473,68.004201,13.161108,HDAM,22.1,2.1804406808043506,113,30.0,49,36
N553,0.7882352941176469,68.362655,14.930794,HDAM,5.8,1.3069577438081972,113,30.0,49,36
N556,0.5198141025641025,68.586646,15.514319,HDAM,154.4,0.8741314154171999,105,21.2,50,38
N559,1.1337164179104475,68.61157800000001,15.58176,HDAM,6.6,2.7656873689977366,105,21.2,50,38
N561,0.2722347826086957,68.237491,16.747107,HDAM,57.7,0.4966030103371062,105,21.2,50,38
N562,0.433172,68.327861,16.786002,HDAM,84.3,3.4428569753527456,105,21.2,50,38
N564,0.4819285714285715,68.62524599999999,17.260847000000002,HDAM,33.9,2.3212527210195173,105,21.2,50,38
N565,0.3345481481481481,68.92748900000001,15.776553,HDAM,21.0,1.9901252931704796,105,21.2,50,38
N570,1.3483372093023256,69.433207,17.483038,HDAM,2.0,2.2838953266787936,105,21.2,50,38
N571,0.7785000000000001,69.38703199999999,17.797773,HDAM,47.0,1.3987902108141783,105,21.2,50,38
N572,1.10859,66.303985,14.187881,HDAM,157.5,4.379959041403141,113,30.0,49,36
N573,0.6553615384615384,68.241911,14.479522,HDAM,36.3,0.9713832794696288,113,30.0,49,36
N574,0.6096606060606059,67.939458,12.981879,HDAM,7.0,0.8901439222383541,113,30.0,49,36
N577,0.4602487725040917,69.235588,20.523863,HDAM,585.7,0.4553072114961954,115,26.9,48,35
N581,0.5956705202312138,69.963365,18.907725,HDAM,4.3,1.2381945552769495,105,21.2,50,38
N582,0.4372370990237099,69.659081,22.217644,HDAM,613.2,0.8728850317990939,115,26.9,48,35
N583,0.1923071895424837,69.69160600000001,22.160803,HDAM,315.7,1.2541498442866508,115,26.9,48,35
N584,0.50898,70.11798399999999,22.796744,HDAM,5.4,1.932789398335489,115,26.9,48,35
N585,0.27531,70.382998,23.702772,HDAM,227.4,0.9801609880652702,115,26.9,48,35
