plant_id,lake_id,distance_km
N40,1291437,5.803132189765028
N42,1290903,1.0000606357925257
N43,1288535,1.5496342346874454
N44,157256,2.831754872381419
N45,157400,3.0153291859739757
N46,1289568,2.2015801825448613
N47,1290125,2.1933994786965894
N48,1287046,1.5949815533935428
N49,1286987,3.2066787030845156
N50,1286987,0.9246966059243655
N53,1294221,3.104410333260851
N54,1292982,2.109352227089548
N57,1292010,3.292922419153675
N58,157634,1.4674156832688274
N62,1290712,3.631244029017493
N63,1289554,2.1896149259984825
N68,1286362,5.742452897806306
N70,1285877,0.16988742498603487
N77,157197,3.105928483672432
N80,157037,1.3862275017838652
N81,1287450,2.952914530484611
N85,1283329,0.6159850136095036
N88,1283720,1.1186437875044035
N89,1281442,2.449582290874553
N90,1280988,1.8667620196468182
N91,155135,0.7165472677579114
N92,1274927,0.7444595685824933
N94,154026,1.842609672739591
N95,1283489,1.436958706170076
N96,1282610,2.5947400189420917
N97,155481,1.6272886537542792
N98,1283905,1.8543356222696405
N99,1283905,1.8048537517229908
N100,155732,2.5755768614453065
N101,1280220,2.59477512186409
N104,1281813,1.6609404037624027
N105,155266,1.7952468732633236
N107,1278607,2.644790189657493
N108,1278607,2.6310618478598387
N109,1277709,2.2609134525575314
N110,154491,3.2202095154009833
N111,1279111,1.802791715296706
N112,154319,2.178034212351492
N113,1276380,4.365827474655416
N114,1283817,1.6915805241561865
N115,1283927,2.115595751745334
N116,1283711,3.3580064519233654
N118,1282970,3.148230892929434
N119,1282970,3.12734090893538
N123,1279940,3.9748504808717664
N124,155140,3.3707447081193234
N125,1281830,2.6086885386715446
N126,1278908,0.9278203942991685
N127,1279522,4.796203957970917
N128,154593,2.188107086060076
N129,1276545,3.5434697981336774
N130,1276871,0.9864633040851355
N133,1280586,5.45138154866853
N134,1279415,3.670889814445732
N137,1276586,5.2944193282375815
N140,1274286,1.0250943031554542
N141,1274286,1.1868733140389016
N143,153654,2.2340685693325866
N144,1271956,2.1714336749578416
N145,1271083,1.9248882761199466
N147,1269589,2.080748702971545
N148,1269589,1.1188970022795113
N149,152596,0.8385742712927872
N150,1273051,4.678639852198594
N152,1273713,2.821088680276826
N154,1265865,0.9284537503246676
N155,1264045,2.5437412212466946
N156,1264341,6.302773669007309
N158,1259458,3.846043610235783
N159,150238,3.6105948651404525
N160,1259452,3.025695095564184
N161,1269526,6.664695437624196
N162,1264258,1.5088506783256064
N163,1263802,0.8305353963540588
N164,1261088,5.421917059529281
N165,150032,4.238460948672257
N169,1294836,3.406475426788334
N173,1287879,5.917128193119389
N178,154719,1.8914226623224284
N179,1278638,2.6592315902105192
N182,150178,2.1693420242648322
N184,1257221,3.76582061971877
N189,12160,7.043922849132665
N190,1258096,2.674293505580008
N191,12123,3.8664170043267942
N192,1251327,2.0001680531337103
N193,147905,1.8035891150643246
N194,1249287,1.3031586690768486
N197,1255673,4.643073941055097
N198,1244072,0.7442517577626074
N199,1281813,1.7647559099375474
N200,1280699,0.8373481114447906
N201,1281425,0.721215671052416
N202,1281442,2.1382720007751352
N204,1294154,0.5853586301534043
N205,1293345,2.6046186928430886
N206,155191,2.3910361477743955
N209,158874,1.6151855526397108
N210,1266302,2.358201253329038
N215,1259372,0.7150164627398785
N216,1259372,0.7115458766000228
N217,1291185,3.7969419563105173
N218,1286242,2.517636742696647
N219,1284535,0.7008269096663654
N221,155102,1.048650124733597
N222,158189,1.6995093731127824
N226,156014,1.4136013668918945
N229,1286054,2.6189492736363222
N230,1291268,0.9573548605629062
N231,1298955,1.122922694120326
N236,1237813,5.415833526517427
N237,1238905,6.425470019204598
N239,145769,3.5448905173882674
N240,1232446,3.390597309995492
N241,144048,5.240915494493249
N242,1225120,1.471571499535651
N243,143493,2.4393067879932313
N244,1223456,3.2545841040007306
N245,1220092,2.6480407104419537
N246,1223556,3.1574358279134773
N247,11745,6.332886607159787
N248,1219655,1.8584985163296819
N249,1216937,1.662908190454195
N250,1215596,3.341057208458091
N251,1213498,1.7477292374852673
N252,1213228,1.7061329451708853
N253,1211732,2.0750802697897495
N255,1210189,2.8563899776465336
N256,1212130,1.6638911883630554
N258,1212130,3.551731566559426
N259,1209442,1.86913141016317
N260,140463,1.5357286411057822
N262,139970,1.5631677241510387
N263,139918,0.5916549576464738
N264,1200592,1.2929396842696632
N265,1198610,2.5917391493108486
N266,137502,0.580533317048571
N267,1195244,3.428720976498482
N268,1195327,3.209490911823409
N269,1192893,3.4190001612183063
N270,140748,2.7342793992756578
N271,136923,2.5127374428923632
N274,1185859,2.2918129501274107
N275,1176918,4.429197700220397
N276,1175665,2.162233959569084
N277,1171704,0.9953340831439135
N278,1171356,2.424376567009415
N279,132002,2.5485145805143206
N280,133350,2.956691923370087
N281,1176514,1.2432805399902274
N283,1162849,1.3297201024797431
N284,1264234,4.463241012120844
N287,1273770,1.0989206274467531
N288,1284375,3.2354223438277896
N289,1278120,3.275460414205879
N290,1277031,5.733601718504039
N291,143021,4.879127514537244
N293,152681,1.31497801819067
N294,1295468,2.4927549281397505
N295,141910,1.1660052609234135
N296,1291260,1.4588379739678161
N297,155072,0.5424760567309332
N299,1290433,0.863340848947663
N301,1292687,2.8896476947330263
N302,1292223,2.389054747630079
N303,1292400,4.028141270309087
N306,1289139,3.545518460414213
N307,158560,1.0671299646094399
N308,1272694,2.332240726997237
N310,1246908,3.7022584051101775
N312,1294568,0.7655230067064818
N313,1289430,0.9463991327831885
N318,1291097,3.6217083994595134
N320,1276720,1.865129868781374
N321,1295513,2.4018369243472795
N324,1278648,1.1519729265190428
N326,143439,1.9261738533800408
N332,1299459,1.5222107902386317
N333,1223456,3.15148208678341
N337,1287879,6.146872612770366
N343,1295076,2.200311728432431
N345,1294851,1.2568579760866476
N346,1292379,1.6914853104286922
N347,1286540,0.8537732664524136
N348,1279982,3.7401275836052883
N349,154100,0.3870026597266446
N350,147565,0.8935046129154635
N351,1281759,0.9778483618680437
N352,1256310,1.4777165551151092
N353,1281160,2.2017272656458333
N356,1299392,0.5670319974044187
N358,1296842,1.4179272300736978
N362,1299973,1.2042187453742885
N363,1300280,0.8197123970448038
N365,158784,1.3472503668232407
N366,158736,0.5080264544063963
N368,1297444,1.8815547603816876
N371,1295662,0.8677275684122757
N375,1296145,2.0909742612271955
N377,1295336,2.645196902867297
N381,157142,1.0981544468884752
N390,1290803,2.569352406153483
N391,1290595,1.3810542884702552
N396,1293004,1.680386250617662
N397,1293937,0.5971590559280319
N399,1290606,3.625489143635621
N400,1292606,0.6478497601269482
N401,156805,1.1335234833979402
N402,157037,5.932814150635703
N403,1288019,1.663738843780391
N407,1286108,1.1992506470033564
N408,156057,2.486057885551899
N419,1279177,1.4144511728768188
N423,1277015,0.9571121303065327
N425,1275127,2.2586763874532463
N428,1282178,1.123680278639616
N430,1281789,1.1365583294374995
N431,1274841,3.499295111050564
N433,154737,1.3932354109400706
N434,1278908,1.5025454248097465
N435,1275534,0.6790033098839969
N436,1282894,3.246933603441393
N441,154541,4.812180393259493
N444,154770,2.598748922326341
N446,1272166,1.3388718923461576
N448,1270496,2.184700974535147
N449,152415,2.0597051872704033
N452,1271644,0.5413343363352758
N455,1270784,1.163524672013722
N457,1267710,4.005748101910325
N459,150534,2.071594789016892
N460,150569,1.5318843923172096
N461,1262037,1.4715298936493744
N464,1269363,2.263536314516921
N465,150032,2.137170929514649
N466,12903,3.50826009762254
N470,1292336,2.7751816340003828
N472,1285405,5.841381862806695
N479,1257176,2.268931517337075
N483,149924,1.4402726866748552
N485,1249062,1.9271561040149052
N490,1236659,1.2925458631044424
N491,1236659,1.9393233326223749
N497,1270751,0.8258111206471496
N500,146609,1.2795637250488354
N501,1241354,0.9557015550553891
N507,1293020,1.3867438569971637
N508,147538,1.6712244636498026
N510,1293432,2.2371881933823055
N515,155080,0.9171198640898321
N517,152048,4.665674356246454
N518,1259372,1.197275310477216
N519,148202,3.8401881355099006
N520,1257479,1.6670074949776346
N522,1280010,0.6530287531480539
N527,1290542,0.2559827890051111
N528,157068,0.8896658036734747
N529,1280475,3.320757334703832
N532,1299714,3.1471875795181705
N538,156858,1.596682334572675
N541,146188,3.9181520671943253
N545,1214820,1.5629083636822287
N546,141746,1.0731195174128936
N547,1214247,1.366665530188019
N551,1201607,2.1804406808043506
N553,1195268,1.306957743808197
N556,1191317,0.8741314154171999
N559,1191273,2.765687368997737
N561,1197634,0.4966030103371062
N562,1195628,3.4428569753527456
N564,137016,2.3212527210195173
N565,1184223,1.9901252931704794
N570,134061,2.2838953266787936
N571,134137,1.3987902108141783
N572,143021,4.379959041403141
N573,138546,0.9713832794696288
N574,1202348,0.8901439222383541
N577,1178779,0.45530721149619535
N581,1168417,1.2381945552769495
N582,1172082,0.8728850317990939
N583,1171704,1.2541498442866508
N584,132581,1.9327893983354891
N585,132002,0.9801609880652702
N586,1158973,0.5319176296090338
N588,1170102,2.4122136963648355
N589,1167752,0.8607622791307153
N590,1159958,1.2913239374737004
N591,1170717,1.1716837304945251
N592,130704,1.8033424670198441
N594,1286737,0.6356137286988514
N595,156525,0.9679357222066584
N615,1198753,0.7088660430317736
N617,1298313,1.60773300770252
N619,1157526,1.7772591817684926
N621,1290579,1.1553782311680396
N623,1287443,1.9573252047580905
N624,157640,3.4967324336919225
N631,1274166,1.1590334685350003
N644,140996,1.7955729460632637
N646,1280537,1.5494805658479691
N652,1298190,4.075619195568747
N660,1287264,0.8871120100673479
N668,1270686,1.723640413428967
N674,158188,2.9766503127223327
N683,1284440,5.062814153060197
N685,1273760,0.3905074817686217
N686,1273760,0.8745422382425527
N690,1259378,1.3345274687836746
N717,1298026,0.3629755267352729
N731,1260357,2.2738971835327444
N758,1282425,5.008615271991484
N759,157484,2.089502775105192
N769,155080,0.9138706526056766
N864,1290762,0.7358024161337853
N870,1226612,2.1914626847385077
N880,1278556,0.9825377375462686
N886,144776,0.9389314826809227
N890,155023,2.0969285138594356
N899,1286108,1.2198204131429309
N902,1298502,0.7875217274875964
N904,1270886,0.38584844178733063
N1004,157957,3.1998252714196216
N1018,1243906,3.3034797963106346
N1055,1295336,2.6437683473705498
